gene,avg cluster stat sig,most stat sig cluster,#species in most sig cluster,least stat sig cluster,avg # species per cluster
RBBP7,0.465,0.437,83,0.4934,142.5
NEUROG1,0.326,0.2127,49,0.4384,113.0
POLR3GL,0.359,0.17,47,0.4444,87.0
ZNF830,0.367,0.2788,21,0.4158,84.0
ZNF703,0.342,0.2335,13,0.3957,77.33333333333333
RNF115,0.422,0.3787,46,0.4689,87.33333333333333
CHD4,0.457,0.4251,42,0.4892,116.5
PRDM13,0.335,0.2701,76,0.3995,107.5
NFYC,0.393,0.3398,131,0.4453,169.5
GATA6,0.387,0.1948,43,0.4973,57.25
RHOXF1,0.453,0.4393,74,0.467,109.0
SAP130,0.444,0.3911,36,0.496,113.5
CAMK4,0.363,0.25,64,0.4704,66.0
ETV3L,0.432,0.412,87,0.453,109.5
FHL3,0.416,0.3326,9,0.4986,110.5
HDX,0.495,0.4921,64,0.4987,116.5
ZNF449,0.319,0.0227,1,0.4988,46.0
C20orf194,0.429,0.4053,61,0.4496,82.33333333333333
ORC2,0.371,0.2969,63,0.4453,119.5
MTERF1,0.327,0.1607,68,0.4357,80.0
PKHD1L1,0.427,0.3013,4,0.5,82.33333333333333
SPAG8,0.394,0.1943,62,0.4972,77.0
SOX30,0.484,0.4745,209,0.4943,201.5
PBX1,0.457,0.4344,164,0.4945,140.0
CNOT11,0.343,0.2819,62,0.4039,109.0
ZNF738,0.238,0.0507,3,0.3219,83.25
BCLAF3,0.381,0.2678,81,0.4698,67.25
TBR1,0.38,0.2721,14,0.4783,52.4
RPS6KA3,0.451,0.4182,84,0.4835,135.5
DNAJB1,0.477,0.4139,31,0.5,142.5
MZF1,0.395,0.339,34,0.4788,46.6
ZSCAN5C,0.323,0.2888,81,0.38,52.333333333333336
MCRS1,0.401,0.381,140,0.4209,131.0
SIX4,0.32,0.1377,54,0.4453,61.25
PIDD1,0.33,0.1157,42,0.4452,50.8
BRF1,0.36,0.151,59,0.4973,106.0
DAPK3,0.3,0.1814,57,0.4193,106.0
MPHOSPH8,0.331,0.1353,67,0.4654,85.0
ZNF367,0.344,0.2582,70,0.4291,103.5
HEY2,0.419,0.3629,100,0.5,81.75
EP300,0.465,0.4351,16,0.4946,98.0
ZPR1,0.452,0.4048,31,0.5,115.0
TGIF2LY,0.287,0.1333,39,0.4416,84.0
BEND6,0.466,0.4344,21,0.4973,110.5
CPHXL,0.348,0.272,27,0.4236,45.0
HSFX3,0.374,0.1067,38,0.4791,70.5
HOXD8,0.474,0.4401,75,0.4986,138.6
SLC22A4,0.489,0.478,43,0.5,104.5
ZNF260,0.49,0.4798,44,0.5,112.33333333333333
RIMS3,0.416,0.4048,22,0.4236,67.5
LZTR1,0.327,0.1224,21,0.4835,53.4
STAT5A,0.463,0.4363,98,0.4893,122.0
XRCC6,0.402,0.368,149,0.4357,146.0
HES6,0.481,0.4654,125,0.4973,148.0
ANKRD49,0.4,0.2775,55,0.4854,85.66666666666667
KDM5D,0.339,0.2133,13,0.4952,31.6
MYSM1,0.382,0.3654,136,0.3995,156.5
NFKBID,0.413,0.352,108,0.4945,157.0
E4F1,0.378,0.2883,94,0.4653,79.5
SUDS3,0.471,0.441,57,0.5,121.5
KRBOX4,0.48,0.4576,199,0.4858,177.8
FMNL2,0.481,0.4701,96,0.4918,129.5
USP39,0.447,0.4236,87,0.4835,146.0
IRF2BP1,0.335,0.2547,59,0.4148,107.5
ZNF134,0.436,0.433,195,0.4384,193.0
VAX1,0.447,0.3833,74,0.4973,135.0
IFI27,0.487,0.4769,88,0.4971,138.5
ZNF41,0.493,0.4854,2,0.5,82.5
UBA3,0.47,0.4398,74,0.5,130.0
PKIA,0.412,0.2742,16,0.4731,66.5
DISP3,0.447,0.4005,38,0.4932,115.5
ZMAT3,0.49,0.4849,114,0.4945,160.0
ZNF782,0.45,0.4267,115,0.4741,138.0
MNAT1,0.441,0.3667,25,0.4812,81.66666666666667
ARID3A,0.361,0.257,45,0.4798,51.8
ZNF621,0.385,0.3157,70,0.4567,86.0
RPS14,0.43,0.4222,89,0.4385,119.0
PSMC6,0.425,0.3553,35,0.4946,116.5
PRKCI,0.299,0.0154,2,0.4987,65.75
ZNF575,0.463,0.4174,151,0.4917,98.75
DHX36,0.39,0.2905,83,0.4932,68.75
EZR,0.438,0.3882,79,0.4986,69.8
TBX5,0.427,0.4101,134,0.4444,156.0
SAFB2,0.465,0.4643,151,0.4655,117.5
SOX8,0.302,0.131,47,0.4753,50.4
ZNF287,0.44,0.3348,20,0.4945,63.5
PPP3CB,0.374,0.2044,41,0.4856,75.75
ZNF324,0.322,0.2245,55,0.4466,54.0
CPSF4,0.47,0.4425,30,0.4973,116.5
N4BP2L2,0.348,0.323,166,0.3734,177.0
EMX1,0.381,0.101,27,0.4985,52.2
HMGB4,0.439,0.4119,103,0.4651,120.0
WWP1,0.48,0.4597,68,0.5,125.5
BLM,0.372,0.3503,175,0.3937,166.5
CSRP1,0.431,0.3528,109,0.5,75.5
LARP1,0.333,0.1402,26,0.4798,85.0
JMY,0.348,0.2174,84,0.4774,48.4
ZNF765,0.422,0.4204,138,0.4232,151.5
GABPA,0.461,0.403,19,0.4931,84.66666666666667
ZFR2,0.363,0.289,58,0.4378,95.0
ZNF431,0.298,0.0507,1,0.4286,72.2
TBX15,0.462,0.3908,29,0.4986,137.33333333333334
NFE2L1,0.325,0.2266,76,0.4236,131.0
PAX8,0.464,0.4277,54,0.5,126.5
ZNF592,0.3,0.138,30,0.4677,78.0
ANKAR,0.482,0.4677,66,0.496,125.0
PRRX2,0.321,0.2677,64,0.376,60.333333333333336
PRMT7,0.393,0.3706,142,0.4155,132.5
STOX1,0.478,0.4671,54,0.5,141.0
PNRC1,0.27,0.1196,37,0.4204,103.0
CASZ1,0.44,0.3915,67,0.489,115.0
FOXI1,0.309,0.1286,47,0.4463,63.25
H1-6,0.325,0.1813,79,0.4544,50.2
ZNF662,0.434,0.3539,18,0.4895,54.6
IKZF1,0.446,0.3952,51,0.4973,123.5
KLF14,0.29,0.1607,53,0.4198,95.0
SLC2A4RG,0.362,0.2845,35,0.4597,52.5
TAB3,0.486,0.4756,46,0.4973,118.0
ZNF528,0.372,0.0351,1,0.4912,67.6
ZNF536,0.282,0.1607,61,0.4041,109.0
DMRT3,0.372,0.2947,28,0.441,59.25
JUNB,0.27,0.1064,37,0.4327,105.5
SNAPC2,0.359,0.2862,47,0.4726,68.0
L3MBTL3,0.441,0.3952,63,0.4864,126.0
RIPPLY1,0.284,0.1793,17,0.475,72.0
HOPX,0.416,0.3569,105,0.4791,114.0
EN2,0.346,0.2719,85,0.4198,110.5
PRICKLE3,0.473,0.4453,30,0.5,107.0
ZNF223,0.446,0.4207,137,0.4719,142.75
HOXA5,0.444,0.3942,21,0.4945,109.5
PLXNA3,0.342,0.155,60,0.4783,75.0
ZNF177,0.476,0.442,146,0.5,112.75
PRDM7,0.5,0.5,163,0.5,112.0
CDIP1,0.479,0.4726,197,0.4863,196.0
MED18,0.447,0.4236,13,0.4835,84.0
SIM2,0.499,0.4986,94,0.4986,125.0
THAP3,0.4,0.3551,102,0.4453,145.0
ZNF169,0.382,0.2564,36,0.4337,49.5
PPP1R10,0.392,0.3125,34,0.4425,56.6
RUNX2,0.481,0.461,79,0.5,129.0
BAHCC1,0.26,0.0172,4,0.4894,59.25
HMBOX1,0.459,0.4285,123,0.4893,163.0
RARG,0.484,0.4671,53,0.5,131.5
ZBTB14,0.475,0.4728,106,0.4769,124.5
GTF3A,0.408,0.3167,78,0.4891,56.8
EBF2,0.476,0.4528,38,0.4986,114.5
NUP42,0.405,0.3428,67,0.4597,119.25
POGZ,0.327,0.25,132,0.4035,146.0
NLK,0.486,0.4728,24,0.5,113.0
ZNF345,0.455,0.4257,160,0.4851,122.5
MPRIP,0.348,0.225,85,0.4758,101.25
POU1F1,0.432,0.3654,23,0.4986,113.5
ZNF385C,0.418,0.3979,55,0.4431,125.33333333333333
BRD3,0.352,0.1201,39,0.4777,56.0
LITAF,0.331,0.1178,54,0.4432,138.0
ZSCAN9,0.458,0.4374,42,0.4795,85.0
UBR4,0.257,0.0138,4,0.5,109.5
BHLHE40,0.422,0.3353,32,0.4883,88.33333333333333
TCEAL1,0.325,0.2379,71,0.4119,105.5
BAZ2B,0.419,0.3514,34,0.4864,114.5
ANKRD30A,0.167,0.0001,2,0.5,4.666666666666667
GATA1,0.452,0.406,45,0.4987,119.5
PRDM14,0.289,0.1324,23,0.4603,65.75
SSX1,0.32,0.2816,64,0.3393,83.0
CHD3,0.484,0.4671,123,0.5,161.0
ZNF704,0.423,0.3654,44,0.4808,111.5
DEPDC5,0.406,0.3125,62,0.5,77.0
RNF112,0.42,0.3833,88,0.4852,65.25
ZNF837,0.419,0.3459,21,0.4917,44.0
MYRF,0.499,0.4973,59,0.5,121.0
ZNF829,0.495,0.491,125,0.5,129.0
PADI2,0.496,0.4932,69,0.4986,124.0
SOX12,0.31,0.1023,32,0.4215,67.66666666666667
SERTAD2,0.339,0.1323,40,0.4749,54.8
TIGD2,0.364,0.3439,122,0.3843,123.0
HBP1,0.392,0.3335,81,0.5,58.2
ZNF549,0.425,0.4088,135,0.4412,143.0
SMAD4,0.405,0.3095,24,0.4918,112.0
MRPL28,0.366,0.3146,98,0.4632,89.0
ZNF557,0.428,0.38,128,0.5,133.0
UNK,0.335,0.0154,1,0.5,81.0
TEF,0.497,0.4931,65,0.5,135.0
ZNF518B,0.316,0.1767,34,0.4307,61.75
ISL2,0.458,0.4209,25,0.4959,112.0
ASCL2,0.313,0.1534,12,0.4616,47.2
IRF1,0.439,0.3952,121,0.4837,141.0
SMARCD1,0.491,0.4822,65,0.5,125.5
PRAMEF17,0.175,0.0122,35,0.4273,33.25
CBX7,0.416,0.3503,53,0.4946,101.25
HPCA,0.363,0.2901,50,0.4798,56.0
ZC3H15,0.422,0.3514,29,0.4918,114.5
DGKQ,0.325,0.1286,48,0.4251,82.66666666666667
AIRE,0.35,0.1657,46,0.4463,63.5
PELP1,0.46,0.3957,49,0.5,93.33333333333333
LIMD1,0.312,0.1371,42,0.4922,54.0
COMMD6,0.395,0.2924,42,0.4758,118.75
ESR2,0.429,0.3666,155,0.4972,119.5
SPEN,0.262,0.0368,2,0.4904,52.2
ZCCHC12,0.404,0.3428,145,0.4637,94.33333333333333
CRX,0.489,0.4808,26,0.4973,102.5
NFKBIZ,0.454,0.4217,81,0.4932,122.25
TUT4,0.428,0.3635,52,0.4918,119.5
SETD6,0.379,0.3402,134,0.4184,157.0
ZC3H7B,0.494,0.4904,54,0.4973,116.5
RERE,0.465,0.441,24,0.4946,78.0
PPP3R1,0.408,0.3323,97,0.4835,153.0
IKBKG,0.484,0.4701,184,0.4973,182.0
BRPF1,0.458,0.4212,22,0.4943,117.0
TEAD2,0.488,0.4854,54,0.4912,116.0
CDKN2B,0.328,0.1307,21,0.4401,77.33333333333333
TRIM23,0.475,0.4671,78,0.4835,138.0
ZNF747,0.321,0.0177,1,0.4711,48.0
SND1,0.471,0.4453,56,0.4959,119.0
TOX4,0.468,0.4367,27,0.4986,112.0
RNF6,0.371,0.1362,31,0.4709,67.25
TRIP11,0.477,0.4548,32,0.5,110.0
ZNF84,0.354,0.1842,19,0.4404,52.6
RBM10,0.49,0.4808,63,0.5,120.0
ELK1,0.49,0.4822,206,0.4986,204.5
GCM2,0.358,0.1755,55,0.4726,53.4
ZBTB49,0.272,0.13,42,0.433,79.66666666666667
MIS18BP1,0.301,0.1242,41,0.4392,65.25
UBE2D3,0.5,0.5,217,0.5,214.5
CTBP2,0.477,0.4731,203,0.4852,186.0
NPAT,0.39,0.1674,49,0.4946,65.5
HABP4,0.36,0.2816,55,0.4382,106.0
NCOA2,0.444,0.4263,90,0.4671,88.66666666666667
AKIRIN2,0.304,0.1036,32,0.4134,61.0
HRAS,0.497,0.4945,87,0.5,143.0
ZNF318,0.354,0.1457,29,0.476,83.33333333333333
LHX9,0.47,0.4357,185,0.5,196.0
DENND4A,0.456,0.4154,55,0.4973,123.5
GATAD2B,0.404,0.3323,22,0.4398,87.0
TAF1L,0.213,0.1594,2,0.3122,4.5
SS18,0.473,0.4453,61,0.5,131.5
ZNF155,0.461,0.4481,115,0.474,140.5
PLXNC1,0.475,0.4544,60,0.496,122.0
MED24,0.367,0.3265,139,0.4084,151.5
FOSL1,0.462,0.3952,96,0.4973,86.33333333333333
HOXC10,0.465,0.4566,105,0.4742,127.5
HOXB9,0.407,0.316,19,0.4987,106.0
MYT1,0.318,0.1567,63,0.4534,73.25
BTRC,0.496,0.4946,54,0.4973,125.0
NR3C2,0.477,0.4555,46,0.4986,125.5
PRAMEF1,0.248,0.1023,40,0.3942,70.5
WDR5,0.394,0.3125,15,0.4236,65.0
DLX3,0.367,0.2976,51,0.4324,61.5
PURG,0.402,0.3184,36,0.4858,117.0
ANKRA2,0.388,0.3119,13,0.4783,67.0
ATF5,0.36,0.1757,45,0.4787,53.5
ZNF514,0.358,0.3327,7,0.3937,45.75
DHX57,0.436,0.3992,54,0.4918,85.33333333333333
TARBP1,0.488,0.4753,83,0.5,122.0
HNRNPAB,0.46,0.4236,66,0.4973,127.5
ZFP91,0.442,0.4082,76,0.4754,124.0
FOXP2,0.453,0.4198,36,0.4865,117.5
IFT74,0.467,0.4423,61,0.4919,116.5
GTF3C1,0.343,0.1399,57,0.489,68.0
ZBTB7C,0.416,0.3791,84,0.4922,60.75
TMEM121B,0.366,0.2448,62,0.4317,50.75
ZNF20,0.475,0.4503,151,0.5,148.0
ZSCAN16,0.457,0.4281,36,0.4855,97.0
PSMD9,0.491,0.4837,86,0.4973,124.0
AFF4,0.443,0.3902,19,0.4959,110.0
RPRD1B,0.441,0.3848,29,0.4973,111.5
INO80C,0.427,0.3578,138,0.4879,126.8
PHF5A,0.358,0.2747,74,0.4945,68.0
ZNF101,0.362,0.3299,180,0.4051,191.33333333333334
OTX1,0.328,0.1715,72,0.4768,54.6
IRAK2,0.411,0.337,43,0.4575,65.75
VGLL4,0.37,0.1702,71,0.4945,110.25
ZNF7,0.419,0.4101,202,0.4273,133.5
SCRT1,0.32,0.1272,30,0.441,53.25
CXXC5,0.318,0.2343,75,0.4685,56.4
KDM6A,0.429,0.3542,160,0.484,106.0
SNCA,0.423,0.3968,138,0.4521,165.0
BTN3A3,0.364,0.0672,1,0.4836,27.75
CUL2,0.445,0.3926,52,0.4973,121.0
MBD3L2,0.317,0.0923,1,0.4604,65.33333333333333
PSPC1,0.478,0.4579,48,0.4986,115.0
ZNF540,0.466,0.4562,166,0.4766,157.5
HTATIP2,0.454,0.4437,147,0.4731,125.75
BANP,0.458,0.4425,83,0.4876,147.66666666666666
PLAGL1,0.343,0.1358,46,0.4987,83.0
SSH3,0.313,0.1469,32,0.4385,65.25
BDP1,0.407,0.2767,107,0.4701,109.0
ZNF614,0.474,0.4484,169,0.5,145.5
POLR3C,0.362,0.2909,97,0.433,119.0
ZNF74,0.44,0.4064,31,0.4743,98.5
IRF8,0.299,0.1942,77,0.4046,113.5
CHD1L,0.472,0.4458,80,0.4973,135.0
TFAP2D,0.484,0.4677,24,0.5,110.0
MGMT,0.393,0.2335,94,0.4974,82.8
HMX1,0.277,0.1353,41,0.4181,89.0
TRIM69,0.338,0.1176,26,0.5,50.4
GTF2F2,0.499,0.4986,196,0.5,117.5
CCAR2,0.434,0.396,87,0.4713,57.8
TCEAL8,0.441,0.3921,132,0.4973,172.75
FERD3L,0.445,0.4048,24,0.4945,85.0
PHOX2A,0.318,0.1901,51,0.4453,106.5
FOXD3,0.276,0.16,65,0.3915,99.0
RBBP9,0.405,0.1901,32,0.489,55.6
NELFB,0.345,0.1456,52,0.496,80.33333333333333
ZNF713,0.427,0.3659,168,0.4872,116.0
CDX2,0.464,0.4198,50,0.4946,51.6
TSG101,0.488,0.4753,58,0.5,124.0
HDAC2,0.473,0.4485,52,0.4973,125.5
EIF2AK2,0.321,0.2341,81,0.4082,125.5
CREBRF,0.446,0.3915,18,0.5,112.5
BSX,0.359,0.2978,90,0.42,116.5
ONECUT1,0.459,0.42,15,0.4986,107.0
DSCAM,0.5,0.5,96,0.5,131.5
KRTAP5-1,0.339,0.0924,2,0.4992,11.0
NR2F1,0.488,0.484,173,0.492,183.0
ERBB4,0.339,0.0119,5,0.4987,69.0
BMI1,0.351,0.1329,33,0.4892,83.66666666666667
CIZ1,0.42,0.4198,183,0.4211,180.0
HOXD12,0.336,0.1976,81,0.4734,131.5
ZNF503,0.388,0.2722,13,0.4686,47.6
SSBP3,0.407,0.3453,104,0.4544,104.33333333333333
IRX4,0.373,0.2971,117,0.4225,92.0
NSD1,0.466,0.4435,62,0.4887,121.5
GTF2H5,0.499,0.4972,20,0.5,108.5
DMRTC1B,0.493,0.4855,142,0.5,159.5
PCGF6,0.45,0.4128,48,0.4876,110.5
ETV3,0.351,0.2913,78,0.4463,70.25
ZIC1,0.355,0.1099,33,0.4814,61.75
SMARCA5,0.436,0.3937,52,0.4691,84.66666666666667
RAD51,0.486,0.4756,193,0.4973,195.0
PAK6,0.453,0.433,70,0.4726,119.5
NOTCH4,0.463,0.4442,38,0.4809,108.5
ZNF649,0.491,0.4825,160,0.5,148.0
MXD4,0.452,0.4236,52,0.4808,112.5
ZNF142,0.433,0.4148,153,0.4515,121.0
MGA,0.485,0.4731,42,0.4973,118.0
KDM2B,0.442,0.419,58,0.4728,104.25
JADE2,0.372,0.315,41,0.4236,99.0
RB1CC1,0.443,0.419,80,0.4756,86.0
DNM2,0.497,0.4973,170,0.4973,128.0
ZNF208,0.301,0.0745,1,0.474,36.333333333333336
PRAMEF8,0.442,0.4067,171,0.4765,156.5
NACC2,0.277,0.1475,48,0.4061,100.5
ZFAT,0.409,0.3872,113,0.4463,94.66666666666667
KMT2C,0.43,0.3273,4,0.478,72.25
ZBTB40,0.393,0.3641,129,0.4217,129.0
CCDC59,0.365,0.2862,45,0.4435,112.5
CUL4B,0.48,0.4636,77,0.4972,138.0
POU2F1,0.469,0.4437,89,0.4946,142.5
HMGA1,0.454,0.4164,64,0.4918,134.0
CHTOP,0.409,0.1827,13,0.5,130.0
RNF24,0.497,0.4945,199,0.5,185.0
HIC2,0.401,0.3706,59,0.452,79.66666666666667
ZNF311,0.35,0.2077,44,0.4692,41.6
TET2,0.289,0.1481,53,0.4291,114.0
DNMT3A,0.433,0.3915,90,0.4657,91.0
GSX2,0.381,0.3306,63,0.4307,112.0
KLHL4,0.499,0.4976,42,0.5,109.0
EAF2,0.419,0.3937,127,0.445,158.0
TOB2,0.437,0.4102,25,0.5,56.4
RYBP,0.425,0.3551,58,0.4945,123.0
HDGF,0.418,0.3833,181,0.4865,155.33333333333334
MEIS3,0.425,0.4071,179,0.4431,188.0
CERS3,0.46,0.4412,51,0.4794,119.5
TRIM34,0.458,0.4423,111,0.474,141.0
TBX20,0.451,0.4119,34,0.4907,113.0
ZNF404,0.361,0.0429,1,0.4806,79.0
DDN,0.429,0.3831,43,0.474,108.5
ZNF750,0.33,0.1333,46,0.4792,52.4
CTR9,0.468,0.4377,24,0.4973,112.5
ZNF93,0.405,0.215,66,0.4986,142.4
ASCC2,0.452,0.4198,52,0.4704,88.66666666666667
USE1,0.372,0.2311,46,0.4839,78.5
ZNF48,0.422,0.3578,50,0.4865,120.5
OLIG3,0.365,0.25,65,0.4945,66.0
BRCA1,0.323,0.1358,53,0.4463,76.5
KLF2,0.399,0.3322,36,0.4659,98.5
NAB1,0.43,0.4251,122,0.4357,85.66666666666667
ZNF628,0.29,0.2163,41,0.4638,56.0
ZNF562,0.456,0.4111,72,0.5,97.0
PARP14,0.383,0.2761,32,0.4893,110.0
CDK5,0.423,0.3937,148,0.4785,102.33333333333333
BTBD2,0.336,0.0212,1,0.4962,73.33333333333333
TAF9,0.295,0.1631,53,0.4266,107.0
TSHZ3,0.42,0.3807,82,0.4973,72.5
BIRC5,0.445,0.4228,192,0.464,152.33333333333334
SOX1,0.389,0.3805,121,0.3966,95.5
NFIX,0.446,0.4251,186,0.4677,200.0
HOXD1,0.372,0.3348,119,0.4102,115.5
KDM4C,0.488,0.4875,72,0.4889,124.0
CNOT2,0.361,0.0971,3,0.4973,85.33333333333333
ZNF277,0.439,0.3942,48,0.4835,117.5
ANAPC2,0.327,0.131,45,0.4439,66.5
SENP2,0.477,0.4534,58,0.5,119.5
TIAL1,0.408,0.3428,45,0.4731,129.0
PRR12,0.454,0.4281,60,0.4801,110.0
ANP32B,0.449,0.4128,65,0.4849,121.0
TXNIP,0.301,0.1258,80,0.449,107.75
ELF3,0.367,0.1782,64,0.5,56.4
JARID2,0.387,0.131,55,0.4945,61.8
MNDA,0.328,0.1895,50,0.4927,53.0
RFX7,0.383,0.3439,126,0.4217,151.5
DMRTA1,0.35,0.204,37,0.4242,63.5
EFCAB6,0.493,0.4865,92,0.5,123.0
BMP2,0.268,0.0443,32,0.4973,53.0
KCMF1,0.492,0.4837,33,0.5,113.0
TBXT,0.31,0.2028,76,0.417,120.5
ZBTB21,0.283,0.0316,25,0.4644,53.0
SHPRH,0.461,0.4244,38,0.4973,115.5
JMJD1C,0.294,0.0154,4,0.4812,79.25
PCBD1,0.397,0.3803,130,0.4139,128.5
ADAMTS19,0.462,0.4285,78,0.4947,117.0
FOXF1,0.313,0.1667,65,0.4431,76.33333333333333
ZNF692,0.309,0.1307,54,0.4251,92.75
PICALM,0.458,0.4198,63,0.496,129.5
ARRB1,0.426,0.3784,94,0.4973,72.5
RBFOX2,0.485,0.4701,119,0.5,162.5
DTX1,0.427,0.3099,43,0.4974,70.66666666666667
E2F4,0.399,0.3848,99,0.4217,90.33333333333333
SNX6,0.477,0.4544,73,0.5,127.5
EAPP,0.484,0.4798,179,0.4879,181.0
ZC3H4,0.494,0.493,60,0.4958,111.5
THOC5,0.489,0.4785,36,0.5,114.5
ARID2,0.453,0.4164,87,0.4891,130.0
HNF1B,0.471,0.4437,20,0.4973,114.5
SRSF10,0.481,0.4552,83,0.494,141.25
ZNF397,0.298,0.1339,46,0.4421,66.75
ZNF234,0.49,0.472,126,0.5,129.66666666666666
MED11,0.426,0.4176,126,0.4345,129.0
CIPC,0.402,0.2952,18,0.4756,67.75
ATXN7,0.493,0.4865,72,0.5,140.0
ZNF160,0.469,0.4691,154,0.4691,159.5
ZNF675,0.312,0.0236,1,0.5,59.75
TRIM5,0.465,0.4587,86,0.4716,132.0
CASK,0.451,0.381,35,0.5,94.66666666666667
AGO2,0.384,0.2405,56,0.4519,59.0
ZSCAN23,0.34,0.2313,86,0.4746,41.4
GSC,0.382,0.3041,20,0.4236,80.0
NKX2-6,0.304,0.1203,41,0.3989,73.0
UBE2I,0.46,0.4435,184,0.4774,189.5
MDFI,0.441,0.3848,28,0.4973,110.0
NR4A2,0.458,0.448,195,0.4671,204.0
MBD1,0.354,0.2862,138,0.4209,156.5
ABRA,0.34,0.2291,59,0.4437,68.75
RASD1,0.321,0.1066,27,0.4657,51.2
ZNF521,0.307,0.0087,2,0.4734,86.33333333333333
FOSB,0.386,0.2901,39,0.4812,120.0
UBA52,0.418,0.4182,119,0.4182,123.0
TCF7,0.484,0.4726,70,0.4959,124.5
TLE4,0.407,0.3937,108,0.4463,88.0
RXRB,0.367,0.2245,74,0.4863,85.66666666666667
NKX3-1,0.42,0.4182,166,0.4222,174.5
ARNT2,0.458,0.4224,150,0.5,99.75
FOXB2,0.353,0.2165,46,0.4686,58.0
PRR3,0.351,0.3401,146,0.3692,97.66666666666667
ZNF772,0.475,0.4404,181,0.5,190.25
ZNF841,0.492,0.4832,140,0.5,154.5
RSF1,0.358,0.2742,89,0.4463,102.0
TRIM16,0.312,0.0725,15,0.4975,59.5
ZNF438,0.342,0.134,99,0.4717,112.25
PAX1,0.469,0.4425,90,0.4945,146.5
PHF14,0.441,0.4067,60,0.4758,121.0
ZNF426,0.5,0.5,133,0.5,112.5
USP7,0.466,0.4453,141,0.4863,169.5
HIRA,0.353,0.0387,28,0.4986,53.4
SAMD11,0.376,0.2633,127,0.4767,111.75
TBL1Y,0.358,0.1033,39,0.5,54.2
WBP2,0.471,0.4425,52,0.5,130.5
GPBP1L1,0.424,0.3514,29,0.4959,110.0
LMO1,0.462,0.4303,74,0.4945,139.5
TAF13,0.301,0.1628,29,0.4319,76.0
NKRF,0.351,0.2701,18,0.4453,82.2
ZNF333,0.316,0.1638,46,0.4096,44.2
SPIB,0.484,0.4425,72,0.5,161.0
BRWD1,0.388,0.2457,89,0.4785,76.5
ZMYM2,0.325,0.0154,3,0.4357,67.5
ZNF280B,0.375,0.3293,60,0.4209,112.5
ARL2BP,0.456,0.4128,37,0.5,115.5
DBX2,0.267,0.1227,36,0.4164,69.66666666666667
PKN1,0.462,0.4284,63,0.4959,119.0
ZFPM1,0.31,0.1235,45,0.4917,50.5
PSMD12,0.443,0.3953,44,0.4914,117.0
ARHGAP35,0.481,0.4652,22,0.4958,110.5
DUSP12,0.362,0.3029,68,0.4209,110.5
KLHL3,0.462,0.4263,54,0.4973,123.0
ZNF316,0.278,0.0115,1,0.4958,43.2
AFDN,0.462,0.4236,64,0.5,122.5
SRY,0.283,0.1654,19,0.395,31.25
MEOX2,0.39,0.3099,20,0.4735,61.0
RBSN,0.39,0.2966,49,0.4787,80.0
LIN28B,0.372,0.3503,93,0.3937,129.0
XBP1,0.338,0.1256,56,0.412,129.2
ZBTB47,0.322,0.25,80,0.3937,107.0
KMT2D,0.489,0.4795,80,0.4986,126.0
FGFR1,0.403,0.2235,68,0.4802,134.25
ARX,0.332,0.2636,15,0.392,36.0
PROX2,0.334,0.3143,112,0.3527,123.0
CHCHD2,0.392,0.3265,40,0.4578,113.0
RNF8,0.382,0.3213,104,0.4423,143.0
RNF141,0.438,0.3796,16,0.4973,109.0
HMOX1,0.317,0.2111,87,0.4225,131.0
ZNF749,0.499,0.4988,98,0.5,99.0
MAGEA1,0.426,0.3961,193,0.4555,191.5
SAP30BP,0.444,0.3918,26,0.4851,88.66666666666667
TSTD1,0.356,0.3112,130,0.4015,155.5
TRIM33,0.469,0.4435,76,0.4943,126.5
EID3,0.368,0.2118,28,0.4833,64.5
CERS4,0.494,0.4889,78,0.5,122.0
DPPA2,0.347,0.2276,63,0.4918,76.66666666666667
ZNF33B,0.497,0.4944,155,0.5,110.5
FOXJ3,0.484,0.4674,37,0.5,120.5
NOTCH3,0.446,0.3955,47,0.496,104.5
ZSCAN18,0.15,0.0079,1,0.3503,37.0
ZNF30,0.494,0.4872,94,0.5,98.0
SMARCA2,0.464,0.433,72,0.4959,125.5
STK36,0.456,0.4182,32,0.4945,114.0
TRIT1,0.422,0.3926,52,0.4756,110.0
SMURF1,0.412,0.3018,44,0.4921,70.6
ETV4,0.455,0.4128,77,0.4973,132.0
PCGF1,0.378,0.2903,73,0.4287,68.75
GTF2H2,0.446,0.396,34,0.4959,115.5
NLRP3,0.46,0.4316,34,0.4886,109.5
IRX3,0.465,0.4317,17,0.4973,104.0
EYA1,0.416,0.3503,33,0.4731,104.66666666666667
SSBP4,0.385,0.3299,73,0.4184,90.33333333333333
YBX2,0.477,0.4589,62,0.4945,119.0
MDM2,0.409,0.3989,196,0.4198,186.0
HOXC9,0.388,0.3647,123,0.4334,82.0
ZNF211,0.485,0.4704,204,0.5,196.0
HOXB7,0.408,0.2786,18,0.4833,82.0
NCL,0.392,0.3654,127,0.4182,155.5
PLXNB1,0.45,0.4251,112,0.4731,90.33333333333333
NFE2,0.373,0.2755,69,0.4701,121.5
XRN2,0.411,0.3453,56,0.4758,122.5
PBXIP1,0.326,0.1855,97,0.4344,100.8
MAP2K3,0.341,0.2874,104,0.3937,133.5
POU3F1,0.438,0.3889,22,0.4863,92.0
TAF1B,0.395,0.3487,77,0.4735,88.0
MXD3,0.437,0.3638,141,0.4867,153.66666666666666
