gene type,max seq len,min seq len,mean seq len,median seq len,wmc similarity score,species represented
EYA4,1959,1698,1847.6070528967255,1848,0.1966,427
IKZF5,1281,1251,1257.1044776119404,1257.0,0.34123,436
KHDRBS2,1050,1044,1046.9919786096257,1047.0,0.34809,400
CITED1,810,564,631.2585969738652,657,0.16631,393
ZNF438,3270,1176,2204.060222672065,2469.0,0.08099,434
NKX6-3,816,792,795.8212290502794,795.0,0.3179,395
NFE2,1182,1116,1120.8132678132679,1119,0.26472,440
DDX39B,1347,1269,1282.9573643410852,1284.0,0.32531,419
ISX,804,729,739.6825396825396,735.0,0.20018,404
ZNF563,1680,1416,1450.5197541703249,1440,0.11839,258
ZBTB42,1320,1263,1270.7461300309596,1269,0.24858,353
ZNF131,1899,1764,1837.8301886792453,1869,0.24614,406
MED24,3090,2919,2991.8833543505675,3012.0,0.16693,425
CBX5,576,573,573.0452261306533,573.0,0.35765,429
ZNF516,3618,3489,3528.427152317881,3525.0,0.18142,326
ZBTB37,1632,1506,1509.3341584158416,1509.0,0.32137,437
XRCC6,1920,1671,1740.800173761946,1707,0.1802,411
PURG,1131,960,1009.3901515151515,1041.0,0.17552,432
NCK1,1134,933,1034.826354679803,957.0,0.28339,438
RBBP9,606,555,559.9312977099237,558,0.25766,423
ZNF589,1269,1089,1133.2060669456066,1128.0,0.0832,160
ZKSCAN8,1929,1728,1741.1453201970444,1734.0,0.24336,418
FARSB,1806,1758,1767.5392405063292,1767,0.32143,425
COPS3,1275,1029,1170.9005190311418,1209.0,0.24853,418
MACROH2A2,1122,993,1050.5857519788917,1026,0.28816,430
SMARCA2,4827,4521,4679.731306491372,4716,0.21304,433
BACH1,2328,2208,2234.984334203655,2241,0.22934,410
TCEAL2,1011,678,699.5093808630394,690.0,0.13942,402
HAT1,1287,1251,1257.0595533498758,1257,0.34811,430
OTOP3,1854,1728,1736.8837209302326,1734,0.26405,410
ZNF286A,1782,1530,1578.4707080998471,1569,0.11388,404
ZNF611,2649,1899,2047.0852649006622,2035.5,0.07908,312
ZNF236,5610,5517,5541.2713375796175,5541,0.20911,417
ADAMTS17,3420,3279,3330.9710982658958,3298.5,0.22922,407
ZNF664,951,777,784.2144772117963,783,0.28873,400
TRIM31,1335,1272,1285.9344262295083,1281,0.2377,182
ZSCAN30,1713,1302,1422.4027397260274,1482.0,0.16037,357
FOXI3,1437,1239,1268.9252669039147,1266,0.18342,315
POU5F2,1044,978,1013.7455830388693,1020,0.25372,297
MAPK10,1683,1125,1301.6093464768164,1278,0.20122,430
RITA1,1047,801,845.835,862.5,0.15536,427
HOXD8,939,315,638.96581769437,570.0,0.14829,447
CARHSP1,483,435,441.73994638069706,441,0.28035,396
PNRC2,441,408,418.5688775510204,417.0,0.29499,418
HSBP1L1,264,219,227.16814159292036,225,0.22577,358
GZF1,2235,2133,2147.0458015267177,2145,0.18913,426
LZTS1,1896,1599,1710.172193877551,1687.5,0.27709,425
TRAFD1,1908,1734,1754.1885856079405,1749,0.28372,433
HMGB2,645,624,628.8546798029556,630.0,0.32901,430
NKX6-1,1326,1092,1107.084985835694,1101,0.24803,387
MET,4326,4161,4201.553770086526,4215,0.23693,429
ZNF853,2907,1977,2159.6774193548385,2142,0.14941,310
REL,1935,1761,1828.5,1825.5,0.23306,438
TGIF2,768,705,712.7862595419847,711,0.30982,421
WBP2NL,1083,924,963.5273775216139,954,0.21097,368
NR0B2,843,771,794.7168367346939,780.0,0.27872,429
DLX5,924,861,868.3727506426735,867,0.32257,417
BCLAF1,2958,2235,2541.238608119304,2613.0,0.22523,433
CHD3,6312,5889,6041.200657894737,6018.0,0.13262,444
ZBTB5,2043,2025,2030.9704433497536,2031.0,0.33873,440
CDK5,900,771,829.1361386138614,835.5,0.28651,433
SSX2,747,561,620.2741490340386,615,0.15555,343
SRY,708,612,640.6395348837209,639.0,0.1359,171
ZNF613,2109,1734,1809.3576042278332,1815,0.1145,366
CRX,1068,891,897.9888268156425,897.0,0.27047,379
NPAS2,2523,2460,2476.2124352331607,2472.0,0.29928,405
ZNF234,2601,2088,2126.7400921658987,2112,0.10779,346
NR1I3,1146,834,972.1725614296352,960.0,0.15233,384
TRIM33,3489,3321,3359.157894736842,3381.0,0.28158,437
FOXN4,1608,1548,1556.4779220779221,1554,0.23416,416
ZSCAN32,2334,2082,2103.9,2091.0,0.23171,81
SOX21,924,813,829.2037617554859,828,0.29974,354
FOXI1,1197,1134,1138.933155080214,1137.0,0.25647,399
H3-3A,474,354,388.93148148148146,405.0,0.2735,423
MAPK12,1125,1065,1087.0815286624204,1095,0.27639,420
ZBTB40,3849,3372,3558.89625,3607.5,0.1991,432
ZNF561,1740,261,1046.2359550561798,1266.0,0.09451,356
ZNF133,2259,1668,1904.6902071563088,1962.0,0.0861,381
ANXA4,1008,894,930.5641344956414,909,0.23803,433
MED26,1965,1794,1802.9920844327178,1800,0.28959,412
ZNF146,1050,867,879.2032967032967,876.0,0.20067,383
CBX7,828,468,614.7244094488188,525.0,0.27433,427
ZNF514,1368,1197,1210.4357142857143,1200.0,0.26791,264
CCNK,1839,1134,1361.0331753554503,1149,0.26498,438
NIPBL,8760,7935,8169.72319201995,8106,0.22945,433
HIC1,2781,2133,2181.5904486251807,2199,0.1796,379
YY1AP1,2793,1476,2289.0796653328484,2253,0.10008,392
CDK5R1,987,912,921.6461538461539,921.0,0.32315,425
TRIOBP,8016,1278,2851.0040444893834,1956,0.11165,429
TULP1,1707,1464,1593.2872881355931,1638.0,0.14635,429
MAP3K10,3195,2859,2875.1420454545455,2868.0,0.21785,380
ZNF680,1956,1575,1614.395698051948,1599.0,0.13695,294
ADAMTS19,3699,3621,3644.890052356021,3642.0,0.17719,409
TCF25,2142,2013,2035.0534351145038,2031,0.23316,428
PLXNA2,5706,5670,5683.066496163683,5682,0.32838,422
CBFA2T3,2046,1698,1840.5525606469002,1867.5,0.16733,406
ATAD2,4290,4155,4185.927680798005,4179,0.22065,429
RPA2,1188,804,906.5434782608696,834.0,0.11796,417
HMGXB3,4749,3771,4097.02,3876.0,0.15898,430
RUNX1T1,2049,1698,1804.1513184584178,1761,0.14411,434
TRERF1,3837,2862,3389.172782874618,3396.0,0.14518,424
ZBTB39,2247,2133,2138.2351485148515,2136.0,0.29881,437
ZNF587,2334,1713,1758.7456978967496,1740,0.08265,308
ZNF45,2280,2043,2097.622009569378,2064,0.15288,353
RBBP7,1452,1242,1309.6849960722702,1275,0.20674,436
ZXDC,2706,2127,2403.807476635514,2571,0.12337,303
ZNF30,2211,1860,1908.9115646258504,1899.0,0.08307,204
MBD6,3330,3006,3021.88654353562,3021,0.2246,414
HIP1,3144,2940,3031.4061718098415,3024,0.20184,436
GLYR1,1674,1413,1572.2682926829268,1641.0,0.25905,438
KDM8,1431,1245,1310.2284595300262,1278.0,0.15644,412
ETV1,1560,1251,1370.4504283965728,1374,0.15377,439
KDM2B,4185,3792,3918.007722007722,3984,0.13892,422
IVNS1ABP,1935,1920,1926.087167070218,1926,0.3472,442
PCGF5,771,762,767.9925925925926,768,0.35748,436
POU3F2,1476,1326,1331.5392156862745,1329.0,0.26317,341
HOXD4,801,759,771.96,771,0.25597,411
ELOC,372,285,312.1819262782402,297,0.24948,420
ZMYM2,4212,4119,4133.401595744681,4131.0,0.29305,429
ZNF443,2325,1998,2038.0386643233744,2025,0.11912,205
ZNF436,1653,1401,1427.385576923077,1413.0,0.15277,431
TNRC18,9780,8904,9025.520485584218,9030,0.13146,360
GBX1,1272,1071,1095.590322580645,1089.0,0.20746,334
KLHL36,1959,1653,1751.7865612648222,1665,0.30098,416
ASCL3,561,540,547.0024213075061,543,0.24517,444
PER3,3810,3564,3662.163897280967,3663.0,0.09236,367
PIAS3,1920,1770,1832.20875,1815.0,0.25688,437
EID2B,555,480,485.2314049586777,483,0.2422,131
EZH2,2277,2076,2182.041604754829,2211,0.19268,442
FOXD4L3,1434,1239,1275.113924050633,1269,0.16898,387
RPS14,456,450,453.0603015075377,453.0,0.35099,420
CDK9,1122,1110,1116.1012048192772,1116,0.34735,445
CDK11B,2442,2238,2344.301094091904,2358,0.15083,420
ZNF316,3453,3015,3059.8118811881186,3051,0.13724,342
ZBTB9,1590,1413,1430.5173267326732,1431.0,0.18392,431
ZNF148,2385,2376,2382.090680100756,2382,0.35368,432
MED28,573,531,535.1320754716982,534,0.302,399
SUB1,405,369,381.0659340659341,381,0.32145,423
ZKSCAN4,1770,1635,1643.4157549234135,1638,0.22736,343
ZNF32,1014,813,819.4644670050761,819.0,0.28022,424
MBD4,1842,1620,1709.1034047919293,1731.0,0.19958,430
ZXDA,2706,2397,2449.048632218845,2439,0.11492,233
RBBP5,1617,1491,1556.9813895781638,1554.0,0.35139,435
IKBKB,2298,2073,2202.8732276897413,2262,0.19282,431
SP140,2697,2256,2466.4454382826475,2475,0.12359,160
RTRAF,750,726,732.4740740740741,732,0.31897,434
NRIP2,927,834,861.7358490566038,858,0.11869,397
ETV3,1584,1530,1539.704081632653,1536.0,0.3036,422
TIGD2,1590,1560,1576.128787878788,1575.0,0.33963,427
ELF5,858,756,795.6703483432456,795,0.19077,424
CREBBP,7497,7200,7283.5875,7297.5,0.22576,396
TULP3,1653,1326,1481.2578534031413,1404.0,0.18524,418
BAZ2B,6561,6396,6460.970260223048,6495,0.20022,433
TRADD,984,756,851.3882063882064,934.5,0.18523,438
ZNF682,1842,1251,1445.2041261474144,1494,0.07784,366
ZNF668,2073,1851,1898.4278145695364,1914,0.16024,416
TRIM48,750,663,690.105,681.0,0.16619,323
INSM1,1884,1518,1563.1684210526316,1545,0.15987,325
PDS5B,4374,4326,4346.85,4347.0,0.33966,415
NFE2L2,1851,1746,1785.7733990147783,1776.0,0.16047,435
BOLA2,522,444,459.3070866141732,456,0.15038,395
STOX1,3423,675,2409.291396854764,2970,0.14191,421
RIOX1,2040,1917,1960.9473684210527,1956.0,0.17686,373
PIAS1,1983,1947,1956.7631578947369,1959.0,0.24876,427
FOXD4L1,1611,1224,1293.71608040201,1287.0,0.15048,389
TADA2B,1434,1029,1148.100371747212,1059,0.23294,425
TERB1,2319,2181,2192.1256281407036,2187.0,0.24942,430
CENPS,441,414,416.6046511627907,414,0.24174,410
ZNF746,2202,1923,1958.5414979757086,1947.0,0.1978,374
SMURF1,2325,2178,2234.5619930475086,2235,0.26054,435
HNRNPU,2613,1797,2220.9385135135135,2266.5,0.17407,441
TAF5L,1812,1761,1767.6535433070867,1767,0.32329,407
NUPR1,369,243,275.2133333333333,249,0.19256,437
CAMK4,1518,1407,1422.0697674418604,1419,0.30253,414
URI1,1680,1425,1533.6679389312976,1564.5,0.14626,429
ZNF441,2268,2067,2109.9555035128806,2097,0.11486,299
KLHL41,1824,1812,1818.065060240964,1818,0.347,443
ASCL1,861,705,715.1525885558583,708,0.22535,399
PER1,4038,3801,3852.6852791878173,3870.0,0.17959,429
UNK,2526,2415,2431.233990147783,2430.0,0.32624,435
PCGF1,798,774,777.0951219512195,777.0,0.3453,443
HOXC5,669,663,666.0149625935162,666,0.36458,434
ZNF385C,1620,1266,1392.007453416149,1362,0.16886,438
MIS18BP1,3549,3393,3449.0079365079364,3444.0,0.16546,409
ZMYM6,4089,3975,3987.3016759776538,3981.0,0.22009,385
ZNF432,2295,1950,1972.9280205655527,1959.0,0.15716,359
GTF2A1L,1500,1329,1385.8002560819461,1431,0.22026,418
ZFAT,3786,3420,3583.2205263157894,3543.0,0.15482,414
FGF2,1005,456,647.2807570977918,465.0,0.15164,372
NCL,2472,1848,2096.6071975497703,2107.5,0.14526,418
OSR1,804,795,799.8337408312958,801,0.29783,437
HCLS1,1542,1341,1414.5207547169812,1452,0.24807,429
ZNF804A,4197,3621,3641.375,3630.0,0.20679,413
TSC22D1,3729,423,1787.760611205433,1716.0,0.15088,441
HNRNPAB,1131,840,911.6088888888889,861,0.22844,436
TFAM,768,639,691.2493946731234,666.0,0.27508,433
EPAS1,2664,2604,2615.8270676691727,2613,0.28751,436
ZNF735,1569,1224,1258.5562257647566,1245,0.13664,271
ZNF367,1092,1044,1053.794642857143,1050.0,0.25228,365
SFRP4,1125,1035,1039.9948453608247,1038.0,0.31038,420
CENPU,1344,1245,1262.3464566929133,1257,0.17652,407
CDX1,861,792,802.5449591280654,798,0.27521,394
ZNF740,582,576,579.0072289156626,579,0.35738,448
GPS2,993,978,981.1092233009708,981.0,0.33863,443
ZNF684,1320,1125,1158.8094302554027,1152,0.1126,347
TCF21,540,537,537.0878048780488,537.0,0.35302,439
MLLT11,300,270,271.70702179176754,270,0.26844,441
SIAH2,1035,951,977.5981308411215,975,0.21071,356
BRMS1L,1005,966,976.1777777777778,969,0.30573,430
WASL,1572,1506,1516.8264248704663,1515.0,0.30123,416
BANP,1638,1389,1498.6901098901099,1491.0,0.21001,433
ZNF569,2634,2052,2115.890160183066,2130,0.10791,395
ZBTB48,2085,2061,2064.964285714286,2064.0,0.31573,425
ZKSCAN2,3027,2901,2908.4409448818897,2907,0.22066,414
ZNF41,2496,2331,2356.714285714286,2346.0,0.18801,309
DMRT2,1764,678,1003.2740863787376,693.0,0.16503,450
ZNF583,1905,1704,1726.7024336283187,1713.0,0.13834,408
ZNF34,1872,1611,1684.250315258512,1692.0,0.09344,317
MBD2,1371,1215,1238.7573529411766,1236.0,0.22479,298
PROP1,726,672,678.8471502590673,678.0,0.2777,401
CCNC,861,840,848.200495049505,849.0,0.35177,438
EN1,1338,1179,1211.9154929577464,1203.0,0.16332,326
DEK,1191,903,1053.850888324873,1047.0,0.17579,431
MPRIP,7992,3072,4460.00086281277,3120,0.16306,435
PRKAA1,1788,1674,1701.4830188679246,1719,0.25005,432
TCEAL8,519,345,364.7110960757781,357.0,0.12151,427
KDM5C,4797,4113,4545.859391395593,4671.0,0.22089,421
ELF3,1173,1113,1117.8943298969073,1116.0,0.24064,417
ETV5,1590,1518,1532.6756756756756,1530,0.28852,440
TIGD4,1644,1533,1539.7890818858561,1536,0.29889,436
BRF2,1416,1251,1263,1263.0,0.26588,433
FOXD4L5,1431,1245,1276.8774193548388,1272.0,0.16855,331
RLIM,2025,1863,1875.869451697128,1875,0.24757,409
SUPT5H,3342,3234,3257.486692015209,3261,0.23739,429
TSC22D3,711,327,457.84767123287673,402,0.19759,438
TBL1XR1,1596,1533,1542.3308823529412,1542.0,0.3306,435
TENM2,8340,7584,7961.002544529262,7959,0.17735,425
ZNF737,1953,1596,1636.2730210016155,1623,0.12292,248
ZNF365,1233,993,1109.5488997555012,1027.5,0.29267,443
CHD9,8805,7254,8208.259882253995,8658,0.17758,437
SCRT1,1161,1044,1056.1510067114093,1056.0,0.28962,331
POU3F4,1359,1080,1089.4528301886792,1083,0.26774,404
MMS19,3132,2784,2949.785251215559,2961.0,0.20405,443
RBM6,3483,2964,3173.301480484522,3117,0.24276,399
PCGF3,753,714,726.2112676056338,726,0.33104,381
BHLHE40,1404,1230,1237.0997506234414,1236,0.28852,429
ZNF385A,1188,912,1057.8114682884448,1098,0.22557,415
RNF103,2067,2052,2055.2838874680306,2055,0.34756,424
MRTFA,3534,2394,2798.7665995975854,2805.0,0.116,404
ZMYM4,4665,4632,4649.940298507463,4650.0,0.2575,429
ZNF445,3237,3090,3105.8064516129034,3099.0,0.19437,399
ONECUT2,2082,1503,1522.8555555555556,1515.0,0.16366,303
ZNF430,2043,1698,1731.6629213483145,1716.0,0.13935,240
FBXO41,2724,2610,2627.3916083916083,2625,0.27296,390
ASCL5,639,597,618.3524355300859,618,0.29728,378
NKX3-2,1086,993,1002.8057142857143,999.0,0.27799,383
SIM2,2067,1998,2013.5425531914893,2010.0,0.30042,396
DNAJC2,1923,1698,1783.747858017136,1857,0.31481,434
HLX,1602,1449,1475.0837837837837,1470.0,0.22317,401
ZNF581,711,567,593.4453781512605,591,0.20539,374
ZNF43,2955,2388,2462.907624633431,2451.0,0.08767,143
SF3A2,1656,1374,1414.3577981651376,1413,0.26182,356
RIMS3,951,921,924.6550868486353,924,0.32592,438
DUSP12,1041,1011,1022.0781671159029,1020,0.3047,396
TXN,354,252,285.35403726708074,282,0.27105,421
USE1,867,768,780.306905370844,780.0,0.22189,429
RAD21,1953,1887,1895.3868613138686,1893,0.31735,441
KDM5A,5109,5055,5071.106060606061,5070.0,0.32983,429
ELF1,1920,1782,1824.7940074906367,1857,0.2423,435
TIGD6,1587,1560,1571.6153846153845,1572,0.32986,187
OLIG2,1197,930,974.4939759036145,969.0,0.22783,359
ETV7,1050,768,865.85,855.0,0.16909,272
MYT1,3546,3360,3423.4562737642586,3444,0.18122,423
DNMT3L,1209,1149,1166.5677233429394,1161.0,0.17319,379
TRIM39,1611,1461,1510.1001251564455,1482,0.26589,428
TCF23,708,639,643.7581047381547,642,0.27097,429
PLXNA4,5823,5661,5683.344559585492,5682.0,0.32079,418
ZNF619,2154,1590,1723.611630744205,1719,0.06132,252
DCAF1,4578,4515,4522.88625,4521.0,0.32507,436
TASOR,5175,3699,4535.6290630975145,4620,0.13502,440
CIC,8085,7539,7580.208563535912,7566.0,0.16631,406
ABL1,3543,3387,3426.17027027027,3447.0,0.22049,401
FOXG1,1632,1455,1476.9755244755245,1470.0,0.20513,327
LRIF1,2409,2307,2320.155,2316.0,0.23856,432
MORF4L2,1020,858,864.5393258426966,864.0,0.2918,378
NME2,516,453,456.1864864864865,456.0,0.30157,402
KNTC1,6663,6615,6628.714285714285,6627,0.28511,429
DTX1,1908,1854,1867.7115384615386,1860.0,0.25739,347
ZNF703,2076,1761,1782.1025641025642,1773,0.19034,377
YBX2,1143,1077,1103.5496183206108,1104,0.20454,423
TERF2IP,1299,1020,1122.3781163434903,1194.0,0.1976,407
BSX,711,696,699.3963730569948,699.0,0.33314,416
ZNF324,1851,1656,1685.4294478527606,1683.0,0.19719,332
CTR9,3558,3504,3523.5479115479116,3519,0.33254,440
FEV,831,711,716.4121037463977,714,0.28279,387
ZNF776,1836,1551,1586.3134110787173,1572.0,0.12273,348
ARGFX,1098,939,967.6875,966.0,0.10711,180
KLHL3,1782,1512,1647.1941176470589,1665.0,0.21059,433
ATF5,915,843,852.7195945945946,849.0,0.25699,325
FABP4,411,390,396.0814814814815,396,0.32822,431
RRN3,2022,1848,1903.7338917525774,1914.0,0.19883,417
TAF6L,1911,1860,1867.5041551246538,1866,0.32236,395
ZNF471,2067,1872,1886.451030927835,1878.0,0.20222,346
CCDC71,1725,1398,1437.69,1425.0,0.2162,435
ZNF404,1908,1650,1704.9772925764191,1671,0.13353,296
ARID3B,1767,1671,1695.6148825065275,1692.0,0.16893,419
NONO,1650,1131,1405.9015384615384,1416.0,0.19847,414
MYOCD,3024,2814,2897.2005277044855,2877.0,0.20948,414
INF2,4260,3654,3780.6313759108443,3759,0.16456,359
E2F7,2883,2181,2472.6736972704716,2730.0,0.23482,434
THRB,1443,1377,1406.062034739454,1425.0,0.25549,440
MED18,669,621,624.1142131979695,624.0,0.32502,424
THYN1,744,675,679.6182266009852,678.0,0.21371,438
ZUP1,1770,1731,1736.8775510204082,1737.0,0.2451,421
ZNF77,1950,1626,1684.0902255639098,1680,0.07481,310
MPHOSPH8,2637,2580,2591.1767810026386,2589,0.14336,412
ZNF705D,1092,891,920.6542372881356,906,0.16457,364
HOXC10,1047,1017,1026.3476070528968,1026,0.34501,427
INSR,4170,4095,4129.25034965035,4131,0.27556,391
DUSP26,636,627,632.9768637532134,633,0.33938,426
TAF12,690,477,557.94,483.0,0.26625,427
LHX8,1092,1035,1053.3544457978076,1062,0.24645,438
PSIP1,1662,1587,1590.8154613466334,1590,0.32727,432
PHOX2B,1227,921,944.5337837837837,942.0,0.25717,332
UBE2O,3969,3873,3884.7236842105262,3879.0,0.2219,410
NCOA2,4920,4383,4394.146095717884,4392,0.29209,427
BAZ1B,4605,4440,4454.735516372796,4452,0.29178,429
ZBED1,2205,2082,2095.614864864865,2091.0,0.21155,230
ZNF658,3849,3168,3226.657894736842,3207.0,0.13799,222
TSG101,1197,1095,1136.9206549118387,1170.0,0.30506,438
PIDD1,2811,2679,2720.1519154557463,2730,0.16156,410
MAML2,3561,2961,3225.801089918256,3027.0,0.14884,399
U2AF1,747,714,721.3809523809524,720,0.32607,429
L3MBTL3,2469,2262,2306.367447595561,2337,0.18165,435
WDTC1,2109,2022,2035.7693266832919,2034.0,0.25744,437
MSANTD4,1197,1032,1036.654135338346,1035,0.28125,426
ATF7,1524,1440,1449.6412776412776,1449,0.31752,435
KLHL1,2349,2046,2157.1596180081856,2166,0.1636,393
ECD,2067,1797,1925.6288395904437,1932.0,0.25472,427
RNF135,1353,1290,1305.2371541501977,1305,0.15127,291
LEO1,2052,1812,1912.34620505992,1995,0.22545,408
UBP1,1635,1494,1566.416560509554,1611,0.30204,422
MSC,741,615,621.7578125,618.0,0.24553,416
SAMD11,2817,1671,2046.3354037267081,2040.0,0.14291,400
UXT,567,468,491.3035019455253,480,0.20497,416
ZNF473,2934,2577,2662.0467914438505,2637.0,0.10223,355
PMF1,672,534,596.2157894736843,615.0,0.21708,434
HEATR1,6456,6177,6311.283088235294,6316.5,0.27063,438
NFKBIB,1158,1008,1049.7569620253164,1068.0,0.27262,431
E2F5,1077,1029,1043.2222222222222,1041.0,0.25626,428
AKT1,1584,1434,1481.5934379457917,1443,0.25157,387
EBF2,1767,1707,1725.0989847715737,1725.0,0.33675,417
RASSF7,1182,957,1042.8403796376185,1026,0.25833,420
TRIM9,2601,2118,2304.0460704607044,2385,0.27049,418
ZNF701,2025,1392,1529.880402853546,1527,0.09135,405
ZNF326,1857,1473,1630.876433121019,1590,0.2481,417
SSH2,4467,4266,4313.151464435146,4296,0.14146,432
ZNF774,1539,1443,1464.3903818953324,1455,0.16361,331
PRPF6,2838,2805,2822.839285714286,2823.0,0.33653,424
ZBED3,930,699,715.2164634146342,708.0,0.18684,362
PLXNB2,5625,5484,5529.727762803234,5523,0.20731,397
TCF15,924,594,601.2608695652174,597,0.20459,385
ZNF208,5022,3474,3639.9596273291927,3546.0,0.10923,107
RFPL3,996,855,919.0652173913044,909.0,0.1506,66
CERS5,1212,999,1089.5294117647059,1050,0.24986,439
PYGO1,1377,1251,1260.3982978723404,1257,0.26114,431
TBX19,1395,1338,1345.4923469387754,1344.0,0.29317,417
FOXC2,1920,1500,1513.2289156626507,1503.0,0.24135,369
GABPA,1368,1359,1362.253846153846,1362.0,0.34751,423
L3MBTL1,2691,2223,2420.7901918976545,2391,0.10666,435
KIN,1191,1170,1179.1503759398497,1179,0.33887,428
EGR2,1581,1272,1379.8980944490472,1428,0.22936,437
ZNF528,2151,1866,1912.829944547135,1902.0,0.10111,234
PHF8,3429,2622,2935.34631147541,3069.0,0.20486,401
ICE2,3183,2937,2962.2090680100755,2952,0.22375,427
NCALD,672,573,588.8636363636364,579.0,0.29336,436
ZSCAN2,2181,1836,1855.948748510131,1845,0.1733,417
ADNP,3618,3300,3418.757575757576,3393.0,0.18684,429
UNCX,1947,1593,1629.096463022508,1620,0.17285,345
PPARGC1A,2403,2004,2202.3685503685506,2023.5,0.24802,447
HOXC12,879,843,850.2668393782384,852.0,0.29642,419
TAF10,696,651,655.2622478386168,654,0.31214,383
AKAP17A,2304,1332,1702.811059907834,1366.5,0.26499,251
EIF3K,705,549,610.3726235741445,633.0,0.20843,437
TUB,1746,1515,1581.997555012225,1536,0.16654,439
NFATC2IP,1368,1254,1262.8820224719102,1257.0,0.20444,388
KDM1B,2526,2460,2472.3671970624237,2469,0.253,436
HLTF,3054,3018,3028.4501278772377,3027.0,0.24438,419
ZNF99,3291,2571,2968.0855585831064,3126,0.09366,349
THAP9,2841,2700,2711.12693498452,2709,0.31422,333
DNTTIP2,2556,2268,2341.262755102041,2340.0,0.13777,424
IFI27,429,234,326.42505133470223,360,0.11966,388
GATAD2A,2022,1893,1905.2862010221465,1902.0,0.28274,435
ZSCAN4,1626,1293,1314,1311.0,0.1751,314
NR2C1,1863,1449,1641.6761041902605,1521,0.24018,435
ZFP82,1986,1587,1617.1108490566037,1605.0,0.12164,404
CD3D,546,513,515.8115942028985,513.0,0.23499,445
RBM39,1629,1518,1562.3275434243176,1572,0.2682,434
USF1,957,843,888.7048192771084,894.0,0.29189,445
DUSP22,624,549,583.7313432835821,561.0,0.32328,443
KDM6A,4425,3951,4162.925953627524,4200,0.1462,412
RGS9,2061,1878,1997.088295687885,2031,0.26926,407
UBE2K,624,594,600.142144638404,600,0.35077,430
LMX1B,1260,1182,1205.8081081081082,1206.0,0.29873,401
BLZF1,1236,1200,1203.5051020408164,1203.0,0.27383,417
NCOA6,6285,2943,4125.709372312984,3210,0.20578,435
ZBED5,2103,2076,2081.866666666667,2082.0,0.25634,385
PRDM9,2775,2661,2690.9602649006624,2685.0,0.18137,206
GMNN,750,624,633.3636363636364,630.0,0.22692,427
NR5A1,1410,1260,1324.7493606138107,1380.0,0.29827,421
RNF113A,1137,1026,1034.8416666666667,1032.0,0.20838,382
ZNF629,3717,2592,2627.4140625,2607.0,0.22225,419
ZFP3,1827,1491,1526.7670915411356,1518,0.1046,411
CERS3,1194,1149,1160.7835820895523,1161.0,0.26306,428
LARP6,1611,1470,1478.0562659846548,1476,0.25946,417
PPP2CA,930,921,927.0198237885462,927.0,0.35221,443
FOXD1,1584,1383,1433.2934362934363,1428,0.19094,292
EGR4,1899,1452,1616.0807061790667,1539,0.18645,428
EBF4,1854,1785,1800.4932065217392,1806.0,0.25764,397
DACT1,2859,2397,2478.1715542521993,2511.0,0.17268,379
SUPT6H,5214,5160,5178.837037037037,5178,0.33006,439
THAP11,999,939,943.8739946380697,942,0.30792,404
WBP2,819,645,725.6570996978852,717.0,0.24933,435
TRMT1L,2241,2190,2206.789203084833,2205,0.19053,423
LIMD1,2145,1857,1950.0499306518725,1908,0.23258,394
DHX36,3078,2934,2992.47359597653,2994,0.15211,434
ZNF707,1185,1110,1129.3581081081081,1119.0,0.16619,151
FAM200B,2067,1965,1974.4137931034484,1974.0,0.3009,179
ZNF772,1803,1119,1329.54029075286,1305,0.07048,419
FER,2499,2463,2471.657142857143,2469,0.2831,412
WDR61,918,909,914.9840425531914,915.0,0.35118,412
ZNF320,2043,1518,1563.990749306198,1548,0.08495,408
ATF1,828,810,813.8714285714286,813.0,0.32249,415
LRRK2,7620,7296,7468.001402524545,7581,0.16345,414
PRKCQ,2166,1737,1953.175238095238,1962,0.18448,428
RFX8,1695,1413,1539.5201499531397,1545,0.16694,374
ACTR8,1887,1530,1705.063432835821,1542.0,0.27205,434
HELLS,2685,2097,2327.17152917505,2220.0,0.18491,431
NFKBID,1497,936,1247.1685855263158,1377.0,0.1516,443
ZBTB7A,1902,1740,1776.3279742765274,1770,0.24416,351
CTNNBIP1,258,240,243.14669926650367,243,0.33189,436
E2F3,1527,1002,1193.9329829172143,1020,0.20529,445
NCOA4,2397,1542,1841.4774316592498,1893,0.10904,433
NR1D1,1920,1836,1845.1472868217054,1842,0.24311,420
HDAC8,1302,924,1093.963698630137,1116.0,0.26871,406
TFE3,1752,1719,1725.643454038997,1725,0.32827,390
DMAP1,1416,1398,1403.874074074074,1404,0.33481,439
ZFP1,1545,1119,1196.6135922330097,1221,0.10736,411
SORBS2,3867,1929,2565.5716981132077,2217.0,0.11262,444
LARP4,2247,1119,1855.7596899224807,1980,0.1611,429
NELFB,2013,1881,1897.3972602739725,1893,0.2087,392
FOXD3,1596,1416,1445.7987220447285,1443,0.27254,350
ERFL,1209,1056,1064.079365079365,1062.0,0.28958,414
RC3H1,3420,3369,3389.2630922693265,3399.0,0.31329,433
ZNF559,1977,1605,1679.2372881355932,1635.0,0.10677,263
ZAR1,1461,1272,1290.0764331210191,1287.0,0.15625,355
DSP,9255,6813,7739.701935483871,6912,0.1063,424
HLA-DQB1,882,660,756.7558192606116,783,0.19226,389
TIRAP,918,657,706.7211302211302,705.0,0.14295,435
